region=AKGD&type=non+baseload
massSO2PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),2.468
2005-01-01T00:00:00+00:00 (GMT),2.7512
2007-01-01T00:00:00+00:00 (GMT),1.3563
